ID,Azul,Verde,Rojo,NIR,Borde rojo
Asys_floracion(SC),0.016,0.087,0.021,0.551,0.277
Asys_floracion(SC),0.029,0.124,0.037,0.699,0.368
Asys_floracion(SC),0.037,0.118,0.043,0.678,0.36
Asys_floracion(SC),0.027,0.101,0.034,0.613,0.327
Asys_floracion(SC),0.029,0.122,0.038,0.762,0.388
Asys_floracion(SC),0.036,0.159,0.047,0.782,0.464
Asys_floracion(SC),0.024,0.103,0.03,0.69,0.34
Asys_floracion(SC),0.025,0.103,0.03,0.621,0.318
Asys_floracion(SC),0.025,0.105,0.031,0.613,0.315
Asys_floracion(SC),0.022,0.091,0.027,0.563,0.277
Asys_floracion(SC),0.025,0.099,0.03,0.587,0.3
Asys_floracion(SC),0.02,0.082,0.024,0.546,0.256
Asys_floracion(SC),0.02,0.086,0.025,0.601,0.279
Asys_floracion(SC),0.028,0.126,0.036,0.672,0.38
Asys_floracion(SC),0.019,0.08,0.022,0.615,0.295
Asys_floracion(SC),0.031,0.107,0.036,0.552,0.308
Asys_floracion(SC),0.025,0.091,0.03,0.522,0.269
Asys_floracion(SC),0.016,0.061,0.019,0.437,0.204
Asys_floracion(SC),0.018,0.07,0.022,0.487,0.228
Asys_floracion(SC),0.016,0.066,0.019,0.464,0.224
Asys_floracion(SC),0.016,0.086,0.021,0.552,0.286
Asys_floracion(SC),0.029,0.123,0.036,0.699,0.38
Asys_floracion(SC),0.037,0.117,0.042,0.679,0.372
Asys_floracion(SC),0.027,0.1,0.033,0.612,0.339
Asys_floracion(SC),0.029,0.12,0.037,0.762,0.403
Asys_floracion(SC),0.036,0.157,0.046,0.782,0.478
Asys_floracion(SC),0.024,0.101,0.029,0.691,0.353
Asys_floracion(SC),0.025,0.102,0.03,0.622,0.329
Asys_floracion(SC),0.025,0.104,0.031,0.614,0.325
Asys_floracion(SC),0.022,0.09,0.026,0.564,0.286
Asys_floracion(SC),0.025,0.098,0.029,0.589,0.309
Asys_floracion(SC),0.02,0.082,0.024,0.547,0.265
Asys_floracion(SC),0.021,0.085,0.025,0.602,0.289
Asys_floracion(SC),0.028,0.125,0.035,0.673,0.392
Asys_floracion(SC),0.019,0.079,0.022,0.615,0.308
Asys_floracion(SC),0.031,0.106,0.035,0.553,0.317
Asys_floracion(SC),0.025,0.09,0.03,0.523,0.277
Asys_floracion(SC),0.016,0.06,0.019,0.438,0.212
Asys_floracion(SC),0.018,0.069,0.021,0.489,0.236
Asys_floracion(SC),0.016,0.065,0.019,0.465,0.232
Asys_floracion(SC),0.016,0.085,0.02,0.553,0.296
Asys_floracion(SC),0.029,0.121,0.036,0.7,0.392
Asys_floracion(SC),0.037,0.116,0.042,0.679,0.385
Asys_floracion(SC),0.027,0.099,0.032,0.612,0.352
Asys_floracion(SC),0.029,0.119,0.036,0.762,0.418
Asys_floracion(SC),0.036,0.156,0.046,0.782,0.492
Asys_floracion(SC),0.024,0.1,0.029,0.691,0.367
Asys_floracion(SC),0.025,0.101,0.029,0.623,0.34
Asys_floracion(SC),0.026,0.103,0.03,0.615,0.336
Asys_floracion(SC),0.022,0.089,0.026,0.564,0.296
Asys_floracion(SC),0.025,0.097,0.029,0.59,0.319
Asys_floracion(SC),0.02,0.081,0.023,0.548,0.274
Asys_floracion(SC),0.021,0.084,0.024,0.604,0.3
Asys_floracion(SC),0.028,0.124,0.034,0.674,0.404
Asys_floracion(SC),0.019,0.078,0.021,0.616,0.319
Asys_floracion(SC),0.031,0.105,0.035,0.554,0.327
Asys_floracion(SC),0.025,0.089,0.029,0.524,0.286
Asys_floracion(SC),0.016,0.059,0.018,0.439,0.219
Asys_floracion(SC),0.019,0.068,0.021,0.49,0.245
Asys_floracion(SC),0.016,0.064,0.018,0.466,0.241
Asys_floracion(SC),0.016,0.084,0.02,0.555,0.306
Asys_floracion(SC),0.029,0.12,0.035,0.701,0.405
Asys_floracion(SC),0.037,0.115,0.041,0.68,0.397
Asys_floracion(SC),0.027,0.098,0.032,0.612,0.363
Asys_floracion(SC),0.029,0.118,0.036,0.762,0.432
Asys_floracion(SC),0.036,0.154,0.045,0.783,0.506
Asys_floracion(SC),0.024,0.099,0.028,0.692,0.38
Asys_floracion(SC),0.025,0.099,0.029,0.623,0.352
Asys_floracion(SC),0.026,0.102,0.03,0.616,0.347
Asys_floracion(SC),0.022,0.087,0.025,0.565,0.306
Asys_floracion(SC),0.025,0.096,0.028,0.591,0.329
Asys_floracion(SC),0.02,0.08,0.023,0.549,0.284
Asys_floracion(SC),0.021,0.083,0.024,0.605,0.311
Asys_floracion(SC),0.028,0.122,0.033,0.674,0.416
Asys_floracion(SC),0.019,0.077,0.021,0.616,0.33
Asys_floracion(SC),0.031,0.104,0.034,0.555,0.337
Asys_floracion(SC),0.025,0.088,0.029,0.526,0.295
Asys_floracion(SC),0.016,0.058,0.018,0.44,0.227
Asys_floracion(SC),0.019,0.067,0.021,0.492,0.254
Asys_floracion(SC),0.016,0.063,0.018,0.467,0.249
Asys_floracion(SC),0.016,0.083,0.019,0.556,0.316
Asys_floracion(SC),0.029,0.118,0.034,0.701,0.417
Asys_floracion(SC),0.037,0.113,0.04,0.681,0.409
Asys_floracion(SC),0.027,0.097,0.031,0.612,0.374
Asys_floracion(SC),0.029,0.116,0.035,0.762,0.446
Asys_floracion(SC),0.036,0.152,0.044,0.783,0.519
Asys_floracion(SC),0.025,0.098,0.028,0.692,0.393
Asys_floracion(SC),0.025,0.098,0.028,0.624,0.362
Asys_floracion(SC),0.026,0.1,0.029,0.617,0.358
Asys_floracion(SC),0.022,0.086,0.025,0.566,0.316
Asys_floracion(SC),0.025,0.095,0.028,0.592,0.34
Asys_floracion(SC),0.02,0.079,0.023,0.55,0.293
Asys_floracion(SC),0.021,0.082,0.023,0.606,0.322
Asys_floracion(SC),0.028,0.12,0.033,0.675,0.427
Asys_floracion(SC),0.019,0.076,0.02,0.616,0.341
Asys_floracion(SC),0.031,0.102,0.033,0.556,0.346
Asys_floracion(SC),0.025,0.087,0.028,0.527,0.305
Asys_floracion(SC),0.016,0.058,0.018,0.441,0.235
Asys_floracion(SC),0.019,0.066,0.02,0.493,0.263
Asys_floracion(SC),0.016,0.062,0.018,0.467,0.257
Asys_floracion(SC),0.016,0.081,0.019,0.557,0.326
Asys_floracion(SC),0.029,0.117,0.033,0.702,0.428
Asys_floracion(SC),0.037,0.112,0.04,0.681,0.421
Asys_floracion(SC),0.027,0.095,0.031,0.612,0.384
Asys_floracion(SC),0.029,0.115,0.034,0.763,0.459
Asys_floracion(SC),0.036,0.15,0.043,0.784,0.532
Asys_floracion(SC),0.025,0.096,0.027,0.693,0.405
Asys_floracion(SC),0.025,0.096,0.028,0.625,0.373
Asys_floracion(SC),0.026,0.099,0.028,0.618,0.368
Asys_floracion(SC),0.022,0.085,0.024,0.567,0.326
Asys_floracion(SC),0.025,0.093,0.027,0.594,0.35
Asys_floracion(SC),0.02,0.077,0.022,0.551,0.303
Asys_floracion(SC),0.021,0.08,0.023,0.607,0.333
Asys_floracion(SC),0.028,0.118,0.032,0.675,0.439
Asys_floracion(SC),0.019,0.074,0.02,0.616,0.353
Asys_floracion(SC),0.031,0.101,0.033,0.557,0.356
Asys_floracion(SC),0.025,0.086,0.028,0.528,0.314
Asys_floracion(SC),0.016,0.057,0.017,0.442,0.243
Asys_floracion(SC),0.019,0.065,0.02,0.494,0.272
Asys_floracion(SC),0.016,0.061,0.017,0.468,0.266
Asys_floracion(SC),0.016,0.08,0.018,0.558,0.336
Asys_floracion(SC),0.029,0.115,0.033,0.703,0.44
Asys_floracion(SC),0.037,0.11,0.039,0.682,0.433
Asys_floracion(SC),0.027,0.094,0.03,0.612,0.395
Asys_floracion(SC),0.03,0.113,0.034,0.763,0.473
Asys_floracion(SC),0.037,0.148,0.042,0.784,0.545
Asys_floracion(SC),0.025,0.094,0.027,0.693,0.418
Asys_floracion(SC),0.025,0.095,0.027,0.625,0.384
Asys_floracion(SC),0.026,0.097,0.028,0.618,0.379
Asys_floracion(SC),0.022,0.084,0.024,0.568,0.336
Asys_floracion(SC),0.025,0.092,0.027,0.594,0.361
Asys_floracion(SC),0.02,0.076,0.022,0.552,0.312
Asys_floracion(SC),0.021,0.079,0.023,0.608,0.344
Asys_floracion(SC),0.028,0.116,0.031,0.675,0.45
Asys_floracion(SC),0.019,0.073,0.02,0.617,0.364
Asys_floracion(SC),0.032,0.099,0.032,0.557,0.366
Asys_floracion(SC),0.025,0.084,0.027,0.528,0.324
Asys_floracion(SC),0.016,0.056,0.017,0.443,0.251
Asys_floracion(SC),0.019,0.064,0.02,0.495,0.282
Asys_floracion(SC),0.016,0.06,0.017,0.468,0.275
Asys_floracion(SC),0.016,0.078,0.018,0.559,0.346
Asys_floracion(SC),0.029,0.113,0.032,0.703,0.452
Asys_floracion(SC),0.037,0.108,0.039,0.682,0.445
Asys_floracion(SC),0.027,0.092,0.03,0.612,0.405
Asys_floracion(SC),0.03,0.111,0.033,0.763,0.487
Asys_floracion(SC),0.037,0.146,0.041,0.784,0.558
Asys_floracion(SC),0.025,0.093,0.026,0.693,0.431
Asys_floracion(SC),0.025,0.093,0.027,0.626,0.396
Asys_floracion(SC),0.026,0.096,0.027,0.619,0.39
Asys_floracion(SC),0.022,0.082,0.024,0.568,0.346
Asys_floracion(SC),0.025,0.09,0.026,0.595,0.372
Asys_floracion(SC),0.02,0.075,0.021,0.552,0.322
Asys_floracion(SC),0.021,0.078,0.022,0.608,0.357
Asys_floracion(SC),0.028,0.114,0.03,0.676,0.462
Asys_floracion(SC),0.019,0.072,0.019,0.617,0.375
Asys_floracion(SC),0.032,0.097,0.032,0.558,0.377
Asys_floracion(SC),0.025,0.083,0.027,0.529,0.335
Asys_floracion(SC),0.016,0.055,0.017,0.443,0.261
Asys_floracion(SC),0.019,0.062,0.019,0.496,0.293
Asys_floracion(SC),0.016,0.059,0.017,0.469,0.284
Asys_floracion(SC),0.016,0.077,0.018,0.559,0.358
Asys_floracion(SC),0.03,0.111,0.032,0.703,0.465
Asys_floracion(SC),0.037,0.106,0.038,0.682,0.458
Asys_floracion(SC),0.027,0.091,0.029,0.612,0.415
Asys_floracion(SC),0.03,0.109,0.032,0.763,0.5
Asys_floracion(SC),0.037,0.143,0.04,0.784,0.57
Asys_floracion(SC),0.025,0.091,0.026,0.694,0.444
Asys_floracion(SC),0.025,0.091,0.027,0.626,0.407
Asys_floracion(SC),0.026,0.094,0.027,0.619,0.402
Asys_floracion(SC),0.022,0.081,0.023,0.569,0.357
Asys_floracion(SC),0.025,0.089,0.026,0.596,0.384
Asys_floracion(SC),0.02,0.073,0.021,0.553,0.333
Asys_floracion(SC),0.021,0.076,0.022,0.609,0.369
Asys_floracion(SC),0.028,0.112,0.03,0.676,0.473
Asys_floracion(SC),0.019,0.07,0.019,0.617,0.386
Asys_floracion(SC),0.032,0.095,0.032,0.558,0.388
Asys_floracion(SC),0.025,0.081,0.026,0.529,0.346
Asys_floracion(SC),0.016,0.053,0.017,0.444,0.271
Asys_floracion(SC),0.019,0.061,0.019,0.496,0.305
Asys_floracion(SC),0.016,0.058,0.017,0.469,0.294
Asys_floracion(SC),0.016,0.075,0.017,0.559,0.37
Asys_floracion(SC),0.03,0.109,0.031,0.704,0.477
Asys_floracion(SC),0.038,0.105,0.038,0.682,0.47
Asys_floracion(SC),0.028,0.089,0.029,0.611,0.424
Asys_floracion(SC),0.03,0.107,0.032,0.763,0.512
Asys_floracion(SC),0.037,0.141,0.04,0.784,0.582
Asys_floracion(SC),0.025,0.089,0.026,0.694,0.456
Asys_floracion(SC),0.025,0.089,0.026,0.626,0.419
Asys_floracion(SC),0.026,0.092,0.027,0.62,0.413
Asys_floracion(SC),0.022,0.079,0.023,0.569,0.368
Asys_floracion(SC),0.025,0.087,0.026,0.596,0.396
Asys_floracion(SC),0.021,0.072,0.021,0.553,0.344
Asys_floracion(SC),0.021,0.075,0.022,0.609,0.381
Asys_floracion(SC),0.028,0.11,0.029,0.676,0.483
Asys_floracion(SC),0.019,0.069,0.019,0.617,0.396
Asys_floracion(SC),0.032,0.094,0.031,0.558,0.398
Asys_floracion(SC),0.025,0.08,0.026,0.53,0.356
Asys_floracion(SC),0.016,0.052,0.016,0.444,0.28
Asys_floracion(SC),0.019,0.06,0.019,0.496,0.315
Asys_floracion(SC),0.016,0.057,0.016,0.469,0.302
Asys_floracion(SC),0.016,0.073,0.017,0.559,0.381
Asys_floracion(SC),0.03,0.107,0.031,0.704,0.488
Asys_floracion(SC),0.038,0.103,0.038,0.683,0.481
Asys_floracion(SC),0.028,0.087,0.029,0.611,0.432
Asys_floracion(SC),0.03,0.105,0.032,0.763,0.523
Asys_floracion(SC),0.037,0.138,0.039,0.784,0.592
Asys_floracion(SC),0.025,0.087,0.025,0.694,0.467
Asys_floracion(SC),0.026,0.088,0.026,0.626,0.429
Asys_floracion(SC),0.026,0.09,0.026,0.62,0.424
Asys_floracion(SC),0.022,0.077,0.023,0.569,0.378
Asys_floracion(SC),0.025,0.085,0.025,0.596,0.407
Asys_floracion(SC),0.021,0.07,0.02,0.553,0.354
Asys_floracion(SC),0.021,0.073,0.021,0.61,0.393
Asys_floracion(SC),0.029,0.108,0.029,0.676,0.493
Asys_floracion(SC),0.019,0.067,0.019,0.617,0.406
Asys_floracion(SC),0.032,0.092,0.031,0.558,0.407
Asys_floracion(SC),0.026,0.078,0.026,0.53,0.365
Asys_floracion(SC),0.016,0.051,0.016,0.444,0.288
Asys_floracion(SC),0.019,0.059,0.019,0.496,0.325
Asys_floracion(SC),0.016,0.055,0.016,0.469,0.31
Asys_floracion(SC),0.016,0.072,0.017,0.559,0.39
Asys_floracion(SC),0.03,0.105,0.03,0.704,0.498
Asys_floracion(SC),0.038,0.101,0.037,0.683,0.491
Asys_floracion(SC),0.028,0.086,0.029,0.611,0.44
Asys_floracion(SC),0.03,0.103,0.031,0.763,0.534
Asys_floracion(SC),0.037,0.135,0.038,0.785,0.603
Asys_floracion(SC),0.025,0.085,0.025,0.694,0.478
Asys_floracion(SC),0.026,0.086,0.026,0.626,0.439
Asys_floracion(SC),0.026,0.088,0.026,0.62,0.434
Asys_floracion(SC),0.022,0.076,0.022,0.569,0.387
Asys_floracion(SC),0.025,0.083,0.025,0.596,0.417
Asys_floracion(SC),0.021,0.069,0.02,0.553,0.363
Asys_floracion(SC),0.021,0.071,0.021,0.61,0.404
Asys_floracion(SC),0.029,0.105,0.029,0.676,0.503
Asys_floracion(SC),0.019,0.066,0.019,0.617,0.416
Asys_floracion(SC),0.032,0.09,0.031,0.559,0.415
Asys_floracion(SC),0.026,0.077,0.026,0.53,0.374
Asys_floracion(SC),0.016,0.05,0.016,0.444,0.295
Asys_floracion(SC),0.019,0.057,0.019,0.496,0.333
Asys_floracion(SC),0.016,0.054,0.016,0.469,0.318
Asys_floracion(SC),0.017,0.07,0.017,0.559,0.399
Asys_floracion(SC),0.03,0.103,0.03,0.704,0.509
Asys_floracion(SC),0.038,0.099,0.037,0.683,0.501
Asys_floracion(SC),0.028,0.084,0.029,0.612,0.449
Asys_floracion(SC),0.03,0.101,0.031,0.764,0.546
Asys_floracion(SC),0.037,0.132,0.038,0.785,0.613
Asys_floracion(SC),0.025,0.083,0.025,0.694,0.49
Asys_floracion(SC),0.026,0.084,0.026,0.627,0.449
Asys_floracion(SC),0.026,0.087,0.026,0.62,0.443
Asys_floracion(SC),0.022,0.074,0.022,0.569,0.396
Asys_floracion(SC),0.025,0.081,0.025,0.596,0.427
Asys_floracion(SC),0.021,0.067,0.02,0.553,0.372
Asys_floracion(SC),0.021,0.07,0.021,0.61,0.415
Asys_floracion(SC),0.029,0.103,0.029,0.677,0.513
Asys_floracion(SC),0.019,0.064,0.019,0.617,0.426
Asys_floracion(SC),0.032,0.088,0.031,0.559,0.424
Asys_floracion(SC),0.026,0.075,0.025,0.53,0.383
Asys_floracion(SC),0.016,0.049,0.016,0.444,0.303
Asys_floracion(SC),0.019,0.056,0.019,0.496,0.342
Asys_floracion(SC),0.016,0.053,0.016,0.469,0.326
Asys_floracion(SC),0.017,0.068,0.017,0.56,0.408
Asys_floracion(SC),0.03,0.101,0.03,0.704,0.52
Asys_floracion(SC),0.038,0.097,0.037,0.683,0.511
Asys_floracion(SC),0.028,0.082,0.028,0.612,0.458
Asys_floracion(SC),0.03,0.099,0.031,0.764,0.559
Asys_floracion(SC),0.037,0.13,0.038,0.785,0.624
Asys_floracion(SC),0.025,0.082,0.025,0.694,0.501
Asys_floracion(SC),0.026,0.082,0.026,0.627,0.459
Asys_floracion(SC),0.026,0.085,0.026,0.62,0.453
Asys_floracion(SC),0.022,0.073,0.022,0.569,0.405
Asys_floracion(SC),0.026,0.08,0.025,0.597,0.437
Asys_floracion(SC),0.021,0.066,0.02,0.554,0.381
Asys_floracion(SC),0.021,0.068,0.021,0.61,0.426
Asys_floracion(SC),0.029,0.101,0.028,0.677,0.523
Asys_floracion(SC),0.02,0.063,0.019,0.617,0.437
Asys_floracion(SC),0.032,0.087,0.03,0.559,0.432
Asys_floracion(SC),0.026,0.074,0.025,0.53,0.392
Asys_floracion(SC),0.016,0.048,0.016,0.445,0.311
Asys_floracion(SC),0.019,0.055,0.018,0.497,0.351
Asys_floracion(SC),0.017,0.052,0.016,0.47,0.334
Asys_floracion(SC),0.017,0.067,0.016,0.56,0.418
Asys_floracion(SC),0.03,0.099,0.03,0.704,0.531
Asys_floracion(SC),0.038,0.095,0.037,0.683,0.522
Asys_floracion(SC),0.028,0.081,0.028,0.612,0.467
Asys_floracion(SC),0.03,0.097,0.031,0.764,0.571
Asys_floracion(SC),0.037,0.127,0.038,0.785,0.635
Asys_floracion(SC),0.025,0.08,0.025,0.694,0.513
Asys_floracion(SC),0.026,0.08,0.026,0.627,0.469
Asys_floracion(SC),0.026,0.083,0.026,0.62,0.463
Asys_floracion(SC),0.022,0.071,0.022,0.569,0.414
Asys_floracion(SC),0.026,0.078,0.025,0.597,0.447
Asys_floracion(SC),0.021,0.065,0.02,0.554,0.391
Asys_floracion(SC),0.021,0.067,0.021,0.611,0.437
Asys_floracion(SC),0.029,0.099,0.028,0.677,0.533
Asys_floracion(SC),0.02,0.061,0.019,0.617,0.447
Asys_floracion(SC),0.032,0.085,0.03,0.559,0.441
Asys_floracion(SC),0.026,0.073,0.025,0.531,0.401
Asys_floracion(SC),0.017,0.047,0.016,0.445,0.319
Asys_floracion(SC),0.019,0.054,0.018,0.497,0.361
Asys_floracion(SC),0.017,0.051,0.016,0.47,0.342
Asys_floracion(SC),0.017,0.066,0.016,0.56,0.427
Asys_floracion(SC),0.03,0.097,0.03,0.705,0.542
Asys_floracion(SC),0.038,0.094,0.037,0.683,0.532
Asys_floracion(SC),0.028,0.08,0.028,0.612,0.475
Asys_floracion(SC),0.03,0.095,0.031,0.764,0.582
Asys_floracion(SC),0.038,0.125,0.038,0.785,0.645
Asys_floracion(SC),0.025,0.078,0.025,0.694,0.524
Asys_floracion(SC),0.026,0.079,0.026,0.627,0.479
Asys_floracion(SC),0.026,0.081,0.026,0.62,0.473
Asys_floracion(SC),0.022,0.07,0.022,0.569,0.424
Asys_floracion(SC),0.026,0.076,0.025,0.597,0.457
Asys_floracion(SC),0.021,0.063,0.02,0.554,0.4
Asys_floracion(SC),0.021,0.065,0.021,0.611,0.448
Asys_floracion(SC),0.029,0.098,0.028,0.677,0.543
Asys_floracion(SC),0.02,0.06,0.019,0.618,0.457
Asys_floracion(SC),0.032,0.083,0.03,0.56,0.45
Asys_floracion(SC),0.026,0.071,0.025,0.531,0.41
Asys_floracion(SC),0.017,0.046,0.016,0.446,0.327
Asys_floracion(SC),0.019,0.053,0.018,0.498,0.371
Asys_floracion(SC),0.017,0.05,0.016,0.47,0.351
Asys_floracion(SC),0.017,0.064,0.016,0.561,0.437
Asys_floracion(SC),0.03,0.095,0.03,0.705,0.552
Asys_floracion(SC),0.038,0.092,0.037,0.684,0.542
Asys_floracion(SC),0.028,0.078,0.028,0.612,0.483
Asys_floracion(SC),0.031,0.093,0.031,0.764,0.593
Asys_floracion(SC),0.038,0.123,0.038,0.785,0.655
Asys_floracion(SC),0.025,0.077,0.025,0.695,0.535
Asys_floracion(SC),0.026,0.077,0.026,0.628,0.489
Asys_floracion(SC),0.026,0.08,0.026,0.621,0.483
Asys_floracion(SC),0.023,0.069,0.022,0.57,0.433
Asys_floracion(SC),0.026,0.075,0.025,0.598,0.467
Asys_floracion(SC),0.021,0.062,0.02,0.555,0.41
Asys_floracion(SC),0.021,0.064,0.021,0.612,0.459
Asys_floracion(SC),0.029,0.096,0.028,0.678,0.552
Asys_floracion(SC),0.02,0.059,0.019,0.618,0.467
Asys_floracion(SC),0.032,0.082,0.03,0.56,0.458
Asys_floracion(SC),0.026,0.07,0.025,0.532,0.419
Asys_floracion(SC),0.017,0.046,0.016,0.446,0.335
Asys_floracion(SC),0.019,0.052,0.018,0.499,0.38
Asys_floracion(SC),0.017,0.049,0.016,0.471,0.358
Asys_floracion(SC),0.017,0.063,0.016,0.562,0.446
Asys_floracion(SC),0.031,0.094,0.03,0.705,0.562
Asys_floracion(SC),0.038,0.091,0.037,0.685,0.552
Asys_floracion(SC),0.028,0.077,0.028,0.612,0.491
Asys_floracion(SC),0.031,0.092,0.031,0.764,0.604
Asys_floracion(SC),0.038,0.121,0.038,0.785,0.664
Asys_floracion(SC),0.026,0.075,0.025,0.695,0.546
Asys_floracion(SC),0.026,0.076,0.026,0.628,0.498
Asys_floracion(SC),0.027,0.079,0.026,0.621,0.493
Asys_floracion(SC),0.023,0.067,0.022,0.571,0.442
Asys_floracion(SC),0.026,0.074,0.025,0.598,0.476
Asys_floracion(SC),0.021,0.061,0.02,0.555,0.419
Asys_floracion(SC),0.021,0.063,0.021,0.612,0.469
Asys_floracion(SC),0.03,0.094,0.029,0.678,0.561
Asys_floracion(SC),0.02,0.058,0.019,0.618,0.476
Asys_floracion(SC),0.033,0.081,0.031,0.56,0.466
Asys_floracion(SC),0.026,0.069,0.025,0.532,0.427
Asys_floracion(SC),0.017,0.045,0.016,0.447,0.342
Asys_floracion(SC),0.02,0.051,0.019,0.499,0.389
Asys_floracion(SC),0.017,0.048,0.016,0.471,0.366
Asys_floracion(SC),0.017,0.062,0.017,0.562,0.455
Asys_floracion(SC),0.031,0.092,0.03,0.706,0.572
Asys_floracion(SC),0.038,0.089,0.037,0.685,0.561
Asys_floracion(SC),0.028,0.076,0.029,0.612,0.498
Asys_floracion(SC),0.031,0.09,0.031,0.764,0.614
Asys_floracion(SC),0.038,0.119,0.038,0.785,0.673
Asys_floracion(SC),0.026,0.074,0.025,0.695,0.556
Asys_floracion(SC),0.026,0.074,0.026,0.628,0.507
Asys_floracion(SC),0.027,0.077,0.026,0.622,0.502
Asys_floracion(SC),0.023,0.066,0.022,0.571,0.451
Asys_floracion(SC),0.026,0.072,0.025,0.599,0.485
Asys_floracion(SC),0.021,0.06,0.02,0.556,0.428
Asys_floracion(SC),0.022,0.062,0.021,0.612,0.479
Asys_floracion(SC),0.03,0.093,0.029,0.678,0.569
Asys_floracion(SC),0.02,0.057,0.019,0.618,0.485
Asys_floracion(SC),0.033,0.08,0.031,0.561,0.474
Asys_floracion(SC),0.027,0.068,0.025,0.533,0.435
Asys_floracion(SC),0.017,0.044,0.016,0.447,0.349
Asys_floracion(SC),0.02,0.051,0.019,0.5,0.397
Asys_floracion(SC),0.017,0.048,0.016,0.472,0.373
Asys_floracion(SC),0.017,0.061,0.017,0.563,0.463
Asys_floracion(SC),0.031,0.091,0.03,0.706,0.581
Asys_floracion(SC),0.039,0.088,0.037,0.685,0.569
Asys_floracion(SC),0.029,0.074,0.029,0.612,0.506
Asys_floracion(SC),0.031,0.089,0.031,0.764,0.624
Asys_floracion(SC),0.039,0.117,0.038,0.786,0.681
Asys_floracion(SC),0.026,0.073,0.025,0.695,0.565
Asys_floracion(SC),0.027,0.073,0.026,0.628,0.516
Asys_floracion(SC),0.027,0.076,0.026,0.622,0.51
Asys_floracion(SC),0.023,0.065,0.023,0.572,0.459
Asys_floracion(SC),0.026,0.071,0.025,0.599,0.494
Asys_floracion(SC),0.021,0.059,0.02,0.556,0.436
Asys_floracion(SC),0.022,0.061,0.021,0.612,0.489
Asys_floracion(SC),0.03,0.091,0.029,0.679,0.577
Asys_floracion(SC),0.02,0.056,0.019,0.618,0.494
Asys_floracion(SC),0.033,0.079,0.031,0.561,0.48
Asys_floracion(SC),0.027,0.067,0.025,0.533,0.442
Asys_floracion(SC),0.017,0.044,0.016,0.448,0.356
Asys_floracion(SC),0.02,0.05,0.019,0.5,0.405
Asys_floracion(SC),0.017,0.047,0.016,0.472,0.38
Asys_floracion(SC),0.018,0.06,0.017,0.563,0.471
Asys_floracion(SC),0.031,0.089,0.03,0.706,0.59
Asys_floracion(SC),0.039,0.087,0.037,0.685,0.578
Asys_floracion(SC),0.029,0.073,0.029,0.612,0.512
Asys_floracion(SC),0.032,0.088,0.031,0.765,0.634
Asys_floracion(SC),0.039,0.115,0.038,0.786,0.689
Asys_floracion(SC),0.026,0.072,0.025,0.696,0.574
Asys_floracion(SC),0.027,0.072,0.026,0.629,0.524
Asys_floracion(SC),0.027,0.075,0.026,0.622,0.518
Asys_floracion(SC),0.023,0.064,0.023,0.572,0.467
Asys_floracion(SC),0.027,0.07,0.026,0.599,0.502
Asys_floracion(SC),0.022,0.058,0.02,0.556,0.444
Asys_floracion(SC),0.022,0.06,0.022,0.613,0.498
Asys_floracion(SC),0.031,0.09,0.029,0.679,0.584
Asys_floracion(SC),0.021,0.055,0.02,0.618,0.502
Asys_floracion(SC),0.033,0.078,0.031,0.561,0.487
Asys_floracion(SC),0.027,0.066,0.026,0.534,0.449
Asys_floracion(SC),0.017,0.043,0.017,0.448,0.362
Asys_floracion(SC),0.02,0.049,0.019,0.501,0.412
Asys_floracion(SC),0.017,0.046,0.017,0.472,0.386
Asys_floracion(SC),0.018,0.059,0.017,0.563,0.478
Asys_floracion(SC),0.032,0.088,0.031,0.706,0.598
Asys_floracion(SC),0.039,0.086,0.038,0.685,0.585
Asys_floracion(SC),0.029,0.072,0.029,0.612,0.519
Asys_floracion(SC),0.032,0.086,0.032,0.765,0.643
Asys_floracion(SC),0.039,0.114,0.039,0.786,0.696
Asys_floracion(SC),0.026,0.07,0.026,0.696,0.583
Asys_floracion(SC),0.027,0.071,0.027,0.629,0.531
Asys_floracion(SC),0.027,0.074,0.026,0.623,0.526
Asys_floracion(SC),0.023,0.063,0.023,0.572,0.474
Asys_floracion(SC),0.027,0.069,0.026,0.6,0.509
Asys_floracion(SC),0.022,0.058,0.021,0.557,0.452
Asys_floracion(SC),0.022,0.059,0.022,0.613,0.506
Asys_floracion(SC),0.031,0.089,0.03,0.679,0.591
Asys_floracion(SC),0.021,0.054,0.02,0.619,0.51
Asys_floracion(SC),0.033,0.077,0.031,0.562,0.493
Asys_floracion(SC),0.027,0.066,0.026,0.534,0.456
Asys_floracion(SC),0.017,0.042,0.017,0.448,0.368
Asys_floracion(SC),0.02,0.049,0.019,0.501,0.419
Asys_floracion(SC),0.018,0.045,0.017,0.472,0.392
Asys_floracion(SC),0.018,0.058,0.017,0.564,0.484
Asys_floracion(SC),0.032,0.087,0.031,0.706,0.606
Asys_floracion(SC),0.04,0.085,0.038,0.686,0.592
Asys_floracion(SC),0.029,0.071,0.03,0.612,0.525
Asys_floracion(SC),0.032,0.085,0.032,0.765,0.651
Asys_floracion(SC),0.04,0.112,0.039,0.786,0.703
Asys_floracion(SC),0.027,0.069,0.026,0.696,0.591
Asys_floracion(SC),0.027,0.07,0.027,0.629,0.539
Asys_floracion(SC),0.028,0.073,0.027,0.623,0.533
Asys_floracion(SC),0.024,0.062,0.023,0.572,0.481
